source,domain,scenario_name,density_pct,policy,metric,mean,ci_low,ci_high,ci_width,interval_collapsed,n_seeds
yellow_density_sweep,green,dispatch_density_d25,25,warmup,mean_matched_riders_per_driver,0.33,0.33,0.33,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,warmup,mean_eval_time_s,0.0173,0.0173,0.0173,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,warmup,mean_batch_runtime_s,0.0368999999999999,0.0368999999999999,0.0368999999999999,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,profit_per_launched_driver,-5.42,-5.42,-5.42,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,served_riders,360.0,360.0,360.0,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,rider_service_rate,0.09,0.09,0.09,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,mean_wait_min,2.06,2.06,2.06,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,mean_matched_riders_per_driver,0.36,0.36,0.36,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,mean_eval_time_s,0.0173,0.0173,0.0173,0.0,True,5
yellow_density_sweep,green,dispatch_density_d25,25,oracle,mean_batch_runtime_s,0.0368999999999999,0.0368999999999999,0.0368999999999999,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,profit_per_launched_driver,-7.66,-7.66,-7.66,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,served_riders,20.0,20.0,20.0,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,rider_service_rate,0.006,0.006,0.006,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,mean_wait_min,1.87,1.87,1.87,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,mean_matched_riders_per_driver,0.02,0.02,0.02,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,mean_eval_time_s,0.0173,0.0173,0.0173,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,coldstart,mean_batch_runtime_s,0.0368999999999999,0.0368999999999999,0.0368999999999999,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,profit_per_launched_driver,-7.54,-7.54,-7.54,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,served_riders,40.0,40.0,40.0,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,rider_service_rate,0.011,0.011,0.011,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,mean_wait_min,2.14,2.14,2.14,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,mean_matched_riders_per_driver,0.04,0.04,0.04,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,mean_eval_time_s,0.0173,0.0173,0.0173,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,heuristic_feasible_count,mean_batch_runtime_s,0.0368999999999999,0.0368999999999999,0.0368999999999999,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,profit_per_launched_driver,-7.27,-7.27,-7.27,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,served_riders,270.0,270.0,270.0,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,rider_service_rate,0.069,0.069,0.069,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,mean_wait_min,2.07,2.07,2.07,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,mean_matched_riders_per_driver,0.27,0.27,0.27,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,mean_eval_time_s,0.0173,0.0173,0.0173,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,warmup,mean_batch_runtime_s,0.0368999999999999,0.0368999999999999,0.0368999999999999,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,profit_per_launched_driver,-7.25,-7.25,-7.25,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,served_riders,290.0,290.0,290.0,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,rider_service_rate,0.074,0.074,0.074,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,mean_wait_min,2.05,2.05,2.05,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,mean_matched_riders_per_driver,0.29,0.29,0.29,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,mean_eval_time_s,0.0173,0.0173,0.0173,0.0,True,5
yellow_density_sweep,green,dispatch_density_d10,10,oracle,mean_batch_runtime_s,0.0368999999999999,0.0368999999999999,0.0368999999999999,0.0,True,5
